Timestamp,SourceIP,DestinationIP,DnsQuery,DnsAnswer,DnsAnswerTTL,DnsQueryNames,DnsQueryClass,DnsQueryType,NumberOfAnswers,DnsResponseCode,DnsOpCode,SensorId,sus,evil
2021-05-16T17:23:13Z,10.100.1.95,10.100.0.2,https://webmail.kundenservice.de.zahnarzt-forstwald.de/STRATO/STRATO-Kunden-Login.htm,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:23:13Z,10.100.1.95,10.100.0.2,https://eduardohoyosss.github.io/unadeyworry.github.io/IONOS.html,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:23:13Z,10.100.0.2,10.100.1.95,https://dashboard.kgbhealth.com/docxionosfr/#redacted@abuse.ionos.com,['52.95.22.56'],['16'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-95,0,0
2021-05-16T17:23:13Z,10.100.0.2,10.100.1.95,https://berbagiewallet.vercel.app/Com11,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:23:16Z,10.100.1.186,10.100.0.2,https://sukienff.member.garenav.vn,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:23:16Z,10.100.1.186,10.100.0.2,https://berbagiewallet.vercel.app/Com3,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:23:16Z,10.100.0.2,10.100.1.186,https://id.farmaitodo.com/identifier?pageMessage=wrong-mandant-redirect~~activating&login_hint=#redacted@abuse.ionos.com,['52.95.19.240'],['48'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-186,0,0
2021-05-16T17:23:16Z,10.100.0.2,10.100.1.186,https://exact.cm/wp-content/et-cache/fr_FR/ui/app/auth/flow/mycss-login/ext/login.html,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:23:17Z,10.100.1.105,10.100.0.2,http://webmail-611799316.beatrizteixeiranutri.com.br/?id=random.com&amp,em=random@random.com,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-105,0
2021-05-16T17:23:17Z,10.100.0.2,10.100.1.105,http://abre.ai/lBsL,['52.95.22.56'],['10'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-105,0,0
2021-05-16T17:23:17Z,10.100.1.105,10.100.0.2,https://guillaumerobin.com/suisse/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:23:17Z,10.100.0.2,10.100.1.105,https://bisstroopwafel.com/my.cyon.ch/My-cyon/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:23:20Z,10.100.1.26,10.100.0.2,https://pub-693dd3431e7e45c48190b0fe17547569.r2.dev/0191245dd709c4c2eaf661834f846744.htm,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:23:20Z,10.100.0.2,10.100.1.26,https://areaaruba.velo-solex.ch/it/managehosting/AreaUtenti_Lang.php,['52.95.21.209'],['25'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-26,0,0
2021-05-16T17:23:20Z,10.100.1.26,10.100.0.2,https://areaaruba.velo-solex.ch/it/managehosting/index.php?pwd=ar,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:23:20Z,10.100.0.2,10.100.1.26,https://santandernorway.auktionsgods.se/zebi.php,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:23:20Z,10.100.1.4,10.100.0.2,https://www.actuarialsociety.org.za/jdjdjvjnjdjvnjdnvjnvjndvjn.html,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:23:20Z,10.100.1.4,10.100.0.2,http://trezor-service-activation.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:23:20Z,10.100.0.2,10.100.1.4,https://shorturl.at/rNotX,['52.95.22.56'],['17'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-4,0,0
2021-05-16T17:23:20Z,10.100.0.2,10.100.1.4,http://geoflud.fr/sp_aruba.html,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:28:27Z,141.212.123.189,10.100.1.26,https://www.shorturl.at/rNotX,,,researchscan541.eecs.umich.edu,['IN'],['A'],0,0,0,ip-10-100-1-26,1,0
2021-05-16T17:33:13Z,10.100.1.95,10.100.0.2,https://2dekansbydeem.nl/my.cyon.ch/index.php,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:33:13Z,10.100.0.2,10.100.1.95,https://allegrolokalnie.pl.sbs/,['52.95.22.56'],['20'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-95,0,0
2021-05-16T17:33:13Z,10.100.1.95,10.100.0.2,https://allegrolokalnie.p24-v0s8b0a.shop/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:33:13Z,10.100.0.2,10.100.1.95,https://haseplegal.com/fatturazioneelettronica/aruba.it/fattura.php,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:33:16Z,10.100.1.186,10.100.0.2,https://nyhetsbrev-vl.ham-radio-op.net/www/no/www/?p=UpfKr,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:33:16Z,10.100.0.2,10.100.1.186,https://www.smba-info.com,['52.95.19.240'],['14'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-186,0,0
2021-05-16T17:33:16Z,10.100.1.186,10.100.0.2,https://www.smba-co.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:33:16Z,10.100.0.2,10.100.1.186,https://www.smcb-co.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:33:17Z,10.100.1.105,10.100.0.2,http://mynewserver.wpenginepowered.com/it/,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:33:17Z,10.100.1.105,10.100.0.2,https://mynewserver.wpenginepowered.com/it,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:33:17Z,10.100.0.2,10.100.1.105,https://ibvw17olasi5542as314vhhies0ry1npfla0dt04.website.yandexcloud.net,['52.95.21.209'],['21'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-105,0,0
2021-05-16T17:33:17Z,10.100.0.2,10.100.1.105,https://sueseajewelry.com/Yy5jb3JiZWxsaW5pQHZuZS5pdA==,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:33:20Z,10.100.1.26,10.100.0.2,https://mumo.aestheticvibe.shop/fclkv2/ch-dhh/?aff_id=push_aff_id&amp,aff_sub2=365&amp,aff_sub3=&amp,aff_sub4=&amp,aff_sub5=&amp,affiliate_id=1862&amp,c=%7C752&amp,cc=ch&amp,clickid=w07gppu8vmgl1n1635srsp7s&amp,cpc=0.0&amp,id=w07gppu8vmgl1n1635srsp7s&amp,isp=Sunrise+Upc+Gmbh&amp
2021-05-16T17:33:20Z,10.100.0.2,10.100.1.26,https://m66.momo-888.xyz/pc/index.php?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.smbc.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&&ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp,['52.95.22.56'],['13'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-26,0,0
2021-05-16T17:33:20Z,10.100.1.26,10.100.0.2,https://m66.momo-888.xyz/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:33:20Z,10.100.0.2,10.100.1.26,https://gzwrky.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:33:20Z,10.100.1.4,10.100.0.2,https://squawbutte.com/client/login,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:33:20Z,10.100.1.4,10.100.0.2,https://melissaella.com/client/login,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:33:20Z,10.100.0.2,10.100.1.4,https://ykoec.com,['52.95.22.56'],['33'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-4,0,0
2021-05-16T17:33:20Z,10.100.0.2,10.100.1.4,https://taocuntao.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:42:07Z,141.212.123.193,10.100.1.186,https://cxhjllovdb.com,,,researchscan541.eecs.umich.edu,['IN'],['A'],0,0,0,ip-10-100-1-186,1,0
2021-05-16T17:43:13Z,10.100.1.95,10.100.0.2,https://squawbutte.com,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:43:13Z,10.100.0.2,10.100.1.95,https://ebillreview.com/client/login,['52.95.22.56'],['4'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-95,0,0
2021-05-16T17:43:13Z,10.100.1.95,10.100.0.2,https://melissaella.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:43:13Z,10.100.0.2,10.100.1.95,https://englishbbva.com/client/login,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T17:43:16Z,10.100.1.186,10.100.0.2,https://yiheyishe.com,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:43:16Z,10.100.1.186,10.100.0.2,https://ebillreview.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:43:16Z,10.100.0.2,10.100.1.186,https://drhosack.com,['52.95.22.56'],['44'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-186,0,0
2021-05-16T17:43:16Z,10.100.0.2,10.100.1.186,https://englishbbva.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T17:43:17Z,10.100.1.105,10.100.0.2,https://drhosack.com/client/login,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:43:17Z,10.100.0.2,10.100.1.105,https://www.shorturl.at/kvhyO,['52.95.19.240'],['28'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-105,0,0
2021-05-16T17:43:17Z,10.100.1.105,10.100.0.2,https://shorturl.at/kvhyO,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:43:17Z,10.100.0.2,10.100.1.105,http://geoproducton.fr/hr_aruba.html,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T17:43:20Z,10.100.1.26,10.100.0.2,https://surl.li/tbqngi#redacted@abuse.ionos.com,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:43:20Z,10.100.0.2,10.100.1.26,https://bingkaslgr.newsupdate.asia/log-masuk.php,['52.95.22.56'],['16'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-26,0,0
2021-05-16T17:43:20Z,10.100.1.26,10.100.0.2,http://pro-idealista-sys826.cloud/webmail-aruba.pro-idealista-sys826.cloud/myMail/a4696cef6fdeb35833a243913babb345/?78819653,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:43:20Z,10.100.0.2,10.100.1.26,http://pro-idealista-sys826.cloud/webmail-aruba.pro-idealista-sys826.cloud,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:43:20Z,10.100.1.26,10.100.0.2,http://pro-idealista-sys826.cloud/webmail-aruba.pro-idealista-sys826.cloud/myMail/e42f1b36395a1c7e809c7103bf517fa6/?28430469,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:43:20Z,10.100.0.2,10.100.1.26,https://idealista-app502.site/webmail-aruba.idealista-app502.site/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T17:43:20Z,10.100.1.4,10.100.0.2,https://idealista-app502.site/webmail-aruba.idealista-app502.site/myMail/a65e67fbae93966b5d9a6561ed04d93e/?84567702,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:43:20Z,10.100.1.4,10.100.0.2,https://idealista-app502.site,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:43:20Z,10.100.0.2,10.100.1.4,https://idealista-app502.site/webmail-aruba.idealista-app502.site/myMail/e7df993e95813e5904aa6693e3145d26/?65863454,['52.95.22.56'],['40'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-4,0,0
2021-05-16T17:43:20Z,10.100.0.2,10.100.1.4,https://mykasihfoundation.info-terupdate.my.id/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:43:20Z,10.100.1.4,10.100.0.2,https://viralinajaxyz.web.id/a1/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:43:20Z,10.100.0.2,10.100.1.4,https://mywallet.x-tab.my.id/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T17:53:39Z,74.120.14.31,10.100.1.4,http://bantuantunai-rasmii2024.my.id/app4/,,,213.1.168.192.in-addr.arpa,['IN'],['PTR'],0,0,0,ip-10-100-1-4,1,0
2021-05-16T18:03:13Z,10.100.1.95,10.100.0.2,https://amazonprime.monabonnement-premium.com/login/,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T18:03:13Z,10.100.1.95,10.100.0.2,https://innianbazhanhuaning.gzbsfwx.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T18:03:13Z,10.100.0.2,10.100.1.95,https://login-advance.net/QT/,['52.95.21.209'],['37'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-95,0,0
2021-05-16T18:03:13Z,10.100.0.2,10.100.1.95,https://liajuvenilesjuve.geomedonline.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T18:03:16Z,10.100.1.186,10.100.0.2,https://fanzizhuanxiudeingkuan.sjzxlxb.com,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T18:03:16Z,10.100.1.186,10.100.0.2,https://nilediabeteslyteh.yunhecw.com,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T18:03:16Z,10.100.0.2,10.100.1.186,https://juviejuvenocracy.rswcfj.com,['52.95.19.240'],['37'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-186,0,0
2021-05-16T18:03:16Z,10.100.0.2,10.100.1.186,https://netfilx-support.members.cablelink.at/net,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T18:03:17Z,10.100.1.105,10.100.0.2,https://kowaitdelivery.serv00.net/lunar/,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T18:03:17Z,10.100.1.105,10.100.0.2,https://request-new-update.com/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T18:03:17Z,10.100.0.2,10.100.1.105,https://trezor-service-activation.com/,['52.95.19.240'],['15'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-105,0,0
2021-05-16T18:03:17Z,10.100.0.2,10.100.1.105,https://emiraticurtain.com/cushion-foam-change-2/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T18:03:20Z,10.100.1.26,10.100.0.2,https://emiraticurtain.com/cushi,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T18:03:20Z,10.100.0.2,10.100.1.26,https://pub-17eb9d78df164bfebaaf991867f9aa76.r2.dev/207db813d2e3ffa9c68f9b458849780c.htm,['52.95.21.209'],['11'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-26,0,0
2021-05-16T18:03:20Z,10.100.1.26,10.100.0.2,https://6.235.205.92.host.secureserver.net/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T18:03:20Z,10.100.0.2,10.100.1.26,http://www.aqcrmy.com/sdc01.html,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T18:03:20Z,10.100.1.4,10.100.0.2,https://45.202.35.173/info,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T18:03:20Z,10.100.0.2,10.100.1.4,https://rechnungsportal.sbs/kunde2637252/rechnung294673929/552518251.html,['52.95.21.209'],['17'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-4,0,0
2021-05-16T18:03:20Z,10.100.1.4,10.100.0.2,https://bingkasbantuanprogram2024.shoudrhman.bar/log-masuk.php,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T18:03:20Z,10.100.0.2,10.100.1.4,https://advert-feedbacksystem-issue.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-4,0,0
2021-05-16T18:23:13Z,10.100.1.95,10.100.0.2,https://advert-feedbacksystem-issue.firebaseapp.com/,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T18:23:13Z,10.100.0.2,10.100.1.95,https://madaniportals.vercel.app/Snd,['52.95.19.240'],['13'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-95,0,0
2021-05-16T18:23:13Z,10.100.1.95,10.100.0.2,https://authentification-meaux.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T18:23:14Z,10.100.0.2,10.100.1.95,https://authentification-meaux.firebaseapp.com/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-95,0,0
2021-05-16T18:23:16Z,10.100.1.186,10.100.0.2,https://blockchaindefiresolve.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T18:23:16Z,10.100.1.186,10.100.0.2,https://blockchaindefiresolve.firebaseapp.com/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T18:23:16Z,10.100.0.2,10.100.1.186,https://salmon-oryx-693201.hostingersite.com/bantuan.madani/,['52.95.21.209'],['9'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-186,0,0
2021-05-16T18:23:16Z,10.100.0.2,10.100.1.186,https://bountraim.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-186,0,0
2021-05-16T18:23:17Z,10.100.1.105,10.100.0.2,https://bountraim.firebaseapp.com/,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T18:23:17Z,10.100.1.105,10.100.0.2,https://cancaquiaj47pago8.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T18:23:17Z,10.100.0.2,10.100.1.105,https://cancaquiaj47pago8.firebaseapp.com/,['52.95.19.240'],['9'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-105,0,0
2021-05-16T18:23:17Z,10.100.0.2,10.100.1.105,https://cancelacomprmna6gf23.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-105,0,0
2021-05-16T18:23:20Z,10.100.1.26,10.100.0.2,https://cancelaquidh367g67fs.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['A'],0,0,0,ip-10-100-1-26,0,0
2021-05-16T18:23:20Z,10.100.0.2,10.100.1.26,https://cancelaquidh367g67fs.firebaseapp.com/,['52.95.21.209'],['34'],ssm.us-east-2.amazonaws.com,['IN'],['A'],1,0,0,ip-10-100-1-26,0,0
2021-05-16T18:23:20Z,10.100.1.26,10.100.0.2,https://cancelaquioaiojf734.web.app/,,,ssm.us-east-2.amazonaws.com,['IN'],['AAAA'],0,0,0,ip-10-100-1-26,0,0
